1,5,7
2,1,1
1,5,6
2,4,8
1,,
1,,
1,,
1,5,7
1,4,6
1,7,7
1,6,7
1,5,8
1,9,8
1,6,7
2,7,9
1,6,8
1,3,7
1,5,7
1,5,6
1,4,3
1,6,7
1,7,7
1,4,8
1,1,9
2,9,1
